instance_id,perturbation_type,mention_context,perturbation_text,lexical_change_magnitude,gold_mention,gold_cui,accepted_final
squad_0,controlled_paraphrase,"On which corner is the shopping center located? While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Auth","What is the location of the shopping center? Although the majority of the houses in the area were constructed in the 1930s or earlier, there are also several public housing developments constructed between the 1960s and 1990s by the Fresno Housing Auth.",0.41106719367588934,Fresno and B streets,QA_ANSWER,True
squad_0,controlled_paraphrase,"On which corner is the shopping center located? While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Auth","What is the location of the shopping center? Although the majority of the houses in the area were constructed in the 1930s or earlier, there are also several public housing developments constructed between the 1960s and 1990s by the Fresno Housing Auth.",0.41106719367588934,Fresno and B streets,QA_ANSWER,True
squad_0,syntactic_reordering,"On which corner is the shopping center located? While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Auth","While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Auth On which corner is the shopping center located?",0.3870967741935484,Fresno and B streets,QA_ANSWER,True
squad_0,syntactic_reordering,"On which corner is the shopping center located? While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Auth","While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Auth On which corner is the shopping center located?",0.3870967741935484,Fresno and B streets,QA_ANSWER,True
squad_1,back_translation,"What is the comparison in price between Australian private schools versus public? Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, ","What is the price comparison between Australian private schools and public schools? Private schools in Australia can be preferred for many reasons: prestige and the social status of the ""old school tie""; better quality physical infrastructure and more facilities (e.g. playgrounds,",0.16312056737588654,more expensive,QA_ANSWER,True
squad_1,back_translation,"What is the comparison in price between Australian private schools versus public? Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, ","What is the price comparison between Australian private schools and public schools? Private schools in Australia can be preferred for many reasons: prestige and the social status of the ""old school tie""; better quality physical infrastructure and more facilities (e.g. playgrounds,",0.16312056737588654,more expensive,QA_ANSWER,True
squad_1,syntactic_reordering,"What is the comparison in price between Australian private schools versus public? Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, ","Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, What is the comparison in price between Australian private schools versus public?",0.5780141843971631,more expensive,QA_ANSWER,True
squad_1,syntactic_reordering,"What is the comparison in price between Australian private schools versus public? Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, ","Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, What is the comparison in price between Australian private schools versus public?",0.5780141843971631,more expensive,QA_ANSWER,True
squad_3,back_translation,"When did BSkyB launch it's HDTV service? BSkyB launched its HDTV service, Sky+ HD, on 22 May 2006. Prior to its launch, BSkyB claimed that 40,000 people had registered to receive the HD service. In the week before the launch, rumours started","When did BSkyB start its HDTV service? BSkyB launched its HDTV service, Sky+ HD, on May 22, 2006. Before its launch, BSkyB claimed that 40,000 people had registered to receive the HD service.",0.27385892116182575,22 May 2006,QA_ANSWER,True
squad_3,back_translation,"When did BSkyB launch it's HDTV service? BSkyB launched its HDTV service, Sky+ HD, on 22 May 2006. Prior to its launch, BSkyB claimed that 40,000 people had registered to receive the HD service. In the week before the launch, rumours started","When did BSkyB start its HDTV service? BSkyB launched its HDTV service, Sky+ HD, on May 22, 2006. Before its launch, BSkyB claimed that 40,000 people had registered to receive the HD service.",0.27385892116182575,22 May 2006,QA_ANSWER,True
