instance_id,perturbation_id,mention_context,full_original_text,original_text,perturbation_text,perturbation_type,generation_attempt,fallback_noop,paraphrase_mode,paraphrase_model_id,back_translation_mode,back_translation_model_ids,accepted_pre_validation,gold_mention,gold_cui,semantic_type,document_id,pmid,g1_similarity,g1_pass,g2_entailment_score,g2_pass,g3_negation_preserved,g3_pass,g4_grammar_score,g4_original_score,g4_score_delta,g4_pass,g5_edit_distance,g5_pass,lexical_change_magnitude,g6_entity_preserved,g6_entity_check_mode,g6_pass,fallback_noop_rejected,accepted_final,accepted_relaxed
mm_0124918,mm_0124918_p01,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study allow evidence that SAFI effectively protects the brain after cerebral ischemia , which may be caused by attenuating inflammation in microglia .",synonym_substitution,2,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,brain,UMLS:C0006104,T017,28087473,28087473,0.9990814924240112,True,0.9895952350634616,True,True,True,0.9516129032258065,0.9557692307692307,0.00415632754342421,True,0.0641025641025641,True,0.0641025641025641,True,mention_exact,True,0,True,False
mm_0124918,mm_0124918_p02,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study leave evidence that SAFI effectively protects the brain after cerebral ischemia , which may be caused by attenuating inflammation in microglia .",synonym_substitution,1,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,brain,UMLS:C0006104,T017,28087473,28087473,0.9986860752105713,True,0.990676334942691,True,True,True,0.9516129032258065,0.9557692307692307,0.00415632754342421,True,0.05128205128205128,True,0.05128205128205128,True,mention_exact,True,0,True,False
mm_0124918,mm_0124918_p03,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.",syntactic_reordering,3,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,False,brain,UMLS:C0006104,T017,28087473,28087473,1.0,True,0.9932035996462218,True,True,True,0.9557692307692307,0.9557692307692307,0.0,True,0.0,False,0.0,True,mention_exact,True,0,False,False
mm_0124918,mm_0124918_p04,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.",syntactic_reordering,3,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,False,brain,UMLS:C0006104,T017,28087473,28087473,1.0,True,0.9932035996462218,True,True,True,0.9557692307692307,0.9557692307692307,0.0,True,0.0,False,0.0,True,mention_exact,True,0,False,False
mm_0124918,mm_0124918_p05,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Evidence from this study suggests that SAFI is an effective means of safeguarding the brain following cerebral ischemia, possibly by attenuating inflammation in microglia.",controlled_paraphrase,1,False,manual_seq2seq,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,brain,UMLS:C0006104,T017,28087473,28087473,0.9671884179115295,True,0.9939516955637373,True,True,True,0.9561403508771931,0.9557692307692307,-0.00037112010796236383,True,0.4678362573099415,True,0.4678362573099415,True,mention_exact,True,0,True,False
mm_0124918,mm_0124918_p06,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Evidence from this study suggests that SAFI is an effective means of safeguarding the brain following cerebral ischemia, possibly by attenuating inflammation in microglia.",controlled_paraphrase,1,False,manual_seq2seq,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,brain,UMLS:C0006104,T017,28087473,28087473,0.9671884179115295,True,0.9939516955637373,True,True,True,0.9561403508771931,0.9557692307692307,-0.00037112010796236383,True,0.4678362573099415,True,0.4678362573099415,True,mention_exact,True,0,True,False
mm_0124918,mm_0124918_p07,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study shows that SAFI effectively protects the brain after cerebral ischaemia, which can be caused by debilitating inflammation in microglia.",back_translation,1,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,manual_marian,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,brain,UMLS:C0006104,T017,28087473,28087473,0.9715529084205627,True,0.8258199721574783,True,True,True,0.9547945205479451,0.9557692307692307,0.0009747102212855907,True,0.16025641025641027,True,0.16025641025641027,True,mention_exact,True,0,True,False
mm_0124918,mm_0124918_p08,"This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","Salvianolic Acids for Injection (SAFI) suppresses inflammatory responses in activated microglia to attenuate brain damage in focal cerebral ischemia Inflammatory reactions induced by microglia in the brain play crucial roles in ischemia / reperfusion (I/R) cerebral injuries. Microglia activation has been shown to be closely related to TLR4 / NF-κB signal pathways. Salvianolic acids for injection (SAFI) have been used in clinical practice to treat ischemic stroke with reported neuroprotective effects; however, the underlying mechanisms are still uncertain. First, we studied the effect of SAFI on inflammatory responses in LPS - stimulated BV-2 microglia. Then, to discover whether the beneficial in vitro effects of SAFI lead to in vivo therapeutic effect s, an MCAO (Middle cerebral artery occlusion) rat model was further employed to elucidate the probable mechanism of SAFI in treating ischemic stroke. Rats in the SAFI group were given SAFI (23 or 46mg/kg) before I / R injury. The results showed that SAFI treatment significantly decreased neuroinflammation and the infarction volume compared with the vehicle group. Activation of microglia cells was reduced, and TLR4 / NF-κB signals, which were markedly inhibited by SAFI treatment in ischemic hemisphere, were accompanied by reduced expression and release of cytokines IL-1β and IL-6. This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study provides evidence that SAFI effectively protects the brain after cerebral ischemia, which may be caused by attenuating inflammation in microglia.","This study shows that SAFI effectively protects the brain after cerebral ischaemia, which can be caused by debilitating inflammation in microglia.",back_translation,1,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,manual_marian,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,brain,UMLS:C0006104,T017,28087473,28087473,0.9715529084205627,True,0.8258199721574783,True,True,True,0.9547945205479451,0.9557692307692307,0.0009747102212855907,True,0.16025641025641027,True,0.16025641025641027,True,mention_exact,True,0,True,False
mm_0071254,mm_0071254_p01,"The uptakes of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, the uptake of (18)F-FDG (increased glucose metabolism) was significantly different during the late stage.","Optimization of Early Response Monitoring and Prediction of Cancer Antiangiogenesis Therapy via Noninvasive PET Molecular Imaging Strategies of Multifactorial Bioparameters Objective: Antiangiogenesis therapy (AAT) has provided substantial benefits regarding improved outcomes and survival for suitable patients in clinical settings. Therefore, the early definition of therapeutic effects is urgently needed to guide cancer AAT. We aimed to optimize the early response monitoring and prediction of AAT efficacy, as indicated by the multi-targeted anti-angiogenic drug sunitinib in U87MG tumors, using noninvasive positron emission computed tomography (PET) molecular imaging strategies of multifactorial bioparameters. Methods: U87MG tumor mice were treated via intragastric injections of sunitinib (80 mg/kg) or vehicle for 7 consecutive days. Longitudinal MicroPET/CT scans with (18)F-FDG, (18)F-FMISO, (18)F-ML-10 and (18)F-Alfatide II were acquired to quantitatively measure metabolism, hypoxia, apoptosis and angiogenesis on days 0, 1, 3, 7 and 13 following therapy initiation. Tumor tissues from a dedicated group of mice were collected for immunohistochemical (IHC) analysis of key biomarkers (Glut-1, CA-IX, TUNEL, ανβ3 and CD31) at the time points of PET imaging. The tumor sizes and mouse weights were measured throughout the study. The tumor uptake (ID%/gmax), the ratios of the tumor / muscle (T / M) for each probe, and the tumor growth ratios (TGR) were calculated and used for statistical analyses of the differences and correlations. Results: Sunitinib successfully inhibited U87MG tumor growth with significant differences in the tumor size from day 9 after sunitinib treatment compared with the control group (P < 0.01). The uptakes of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, the uptake of (18)F-FDG (increased glucose metabolism) was significantly different during the late stage. The PET imaging data of each probe were all confirmed via ex vivo IHC of the relevant biomarkers. Notably, the PET imaging of (18)F-Alfatide II and (18)F-FMISO was significantly correlated (all P < 0.05) with TGR, whereas the imaging of (18)F-FDG and (18)F-ML-10 was not significantly correlated with TGR. Conclusion: Based on the tumor uptake of the PET probes and their correlations with MVD and TGR, (18)F-Alfatide II PET may not only monitor the early response but also precisely predict the therapeutic efficacy of the multi-targeted, anti-angiogenic drug sunitinib in U87MG tumors. In conclusion, it is feasible to optimize the early response monitoring and efficacy prediction of cancer AAT using noninvasive PET molecular imaging strategies of multifactorial bioparameters, such as angiogenesis imaging with (18)F-Alfatide II, which represents an RGD -based probe.","The uptakes of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, the uptake of (18)F-FDG (increased glucose metabolism) was significantly different during the late stage.","The uptakes of ( 18 ) F - FMISO ( reduced hypoxia ) , ( 18 ) F - ML - 10 ( increased apoptosis ) and ( 18 ) F - Alfatide II ( decreased angiogenesis ) in the tumor lesions significantly changed during the early stage ( days 1 to 3 ) of sunitinib treatment ; however , the uptake of ( 18 ) F - FDG ( increased glucose metabolism ) was significantly different during the late level .",synonym_substitution,1,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,treatment,UMLS:C1533734,T058,27698942,27698942,0.9996700286865234,True,0.9840612752304878,True,True,True,0.905511811023622,0.9269565217391305,0.021444710715508464,True,0.10761154855643044,True,0.10761154855643044,True,mention_exact,True,0,True,False
mm_0071254,mm_0071254_p02,"The uptakes of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, the uptake of (18)F-FDG (increased glucose metabolism) was significantly different during the late stage.","Optimization of Early Response Monitoring and Prediction of Cancer Antiangiogenesis Therapy via Noninvasive PET Molecular Imaging Strategies of Multifactorial Bioparameters Objective: Antiangiogenesis therapy (AAT) has provided substantial benefits regarding improved outcomes and survival for suitable patients in clinical settings. Therefore, the early definition of therapeutic effects is urgently needed to guide cancer AAT. We aimed to optimize the early response monitoring and prediction of AAT efficacy, as indicated by the multi-targeted anti-angiogenic drug sunitinib in U87MG tumors, using noninvasive positron emission computed tomography (PET) molecular imaging strategies of multifactorial bioparameters. Methods: U87MG tumor mice were treated via intragastric injections of sunitinib (80 mg/kg) or vehicle for 7 consecutive days. Longitudinal MicroPET/CT scans with (18)F-FDG, (18)F-FMISO, (18)F-ML-10 and (18)F-Alfatide II were acquired to quantitatively measure metabolism, hypoxia, apoptosis and angiogenesis on days 0, 1, 3, 7 and 13 following therapy initiation. Tumor tissues from a dedicated group of mice were collected for immunohistochemical (IHC) analysis of key biomarkers (Glut-1, CA-IX, TUNEL, ανβ3 and CD31) at the time points of PET imaging. The tumor sizes and mouse weights were measured throughout the study. The tumor uptake (ID%/gmax), the ratios of the tumor / muscle (T / M) for each probe, and the tumor growth ratios (TGR) were calculated and used for statistical analyses of the differences and correlations. Results: Sunitinib successfully inhibited U87MG tumor growth with significant differences in the tumor size from day 9 after sunitinib treatment compared with the control group (P < 0.01). The uptakes of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, the uptake of (18)F-FDG (increased glucose metabolism) was significantly different during the late stage. The PET imaging data of each probe were all confirmed via ex vivo IHC of the relevant biomarkers. Notably, the PET imaging of (18)F-Alfatide II and (18)F-FMISO was significantly correlated (all P < 0.05) with TGR, whereas the imaging of (18)F-FDG and (18)F-ML-10 was not significantly correlated with TGR. Conclusion: Based on the tumor uptake of the PET probes and their correlations with MVD and TGR, (18)F-Alfatide II PET may not only monitor the early response but also precisely predict the therapeutic efficacy of the multi-targeted, anti-angiogenic drug sunitinib in U87MG tumors. In conclusion, it is feasible to optimize the early response monitoring and efficacy prediction of cancer AAT using noninvasive PET molecular imaging strategies of multifactorial bioparameters, such as angiogenesis imaging with (18)F-Alfatide II, which represents an RGD -based probe.","The uptakes of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, the uptake of (18)F-FDG (increased glucose metabolism) was significantly different during the late stage.","The uptakes of ( 18 ) F - FMISO ( reduced hypoxia ) , ( 18 ) fluorine - ML - 10 ( increased apoptosis ) and ( 18 ) F - Alfatide II ( decreased angiogenesis ) in the tumor lesions significantly changed during the early stage ( days 1 to 3 ) of sunitinib treatment ; however , the uptake of ( 18 ) F - FDG ( increased glucose metabolism ) was significantly different during the late stage .",synonym_substitution,1,False,not_applicable,humarin/chatgpt_paraphraser_on_T5_base,not_applicable,Helsinki-NLP/opus-mt-en-de + Helsinki-NLP/opus-mt-de-en,True,treatment,UMLS:C1533734,T058,27698942,27698942,0.9856577515602112,True,0.9843165952188428,True,True,True,0.9072164948453609,0.9269565217391305,0.019740026893769524,True,0.1134020618556701,True,0.1134020618556701,True,mention_exact,True,0,True,False
